,city,state,county
13367,dearing,GA,McDuffie
13368,evans,GA,Columbia
13369,gibson,GA,Glascock
13370,gough,GA,Burke
13371,gracewood,GA,Richmond
13372,grovetown,GA,Columbia
13373,harlem,GA,Columbia
13374,hephzibah,GA,Richmond
13375,keysville,GA,Burke
13376,lincolnton,GA,Lincoln
13377,matthews,GA,Jefferson
13378,mesena,GA,Warren
13379,mitchell,GA,Glascock
13380,norwood,GA,Warren
13381,perkins,GA,Jenkins
13382,stapleton,GA,Jefferson
13383,thomson,GA,McDuffie
13384,warrenton,GA,Warren
13385,waynesboro,GA,Burke
13386,wrens,GA,Jefferson
13387,augusta,GA,Richmond
13392,augusta,GA,Columbia
13402,abbeville,GA,Wilcox
13403,adrian,GA,Emanuel
13404,allentown,GA,Wilkinson
13405,bolingbroke,GA,Monroe
13406,bonaire,GA,Houston
13407,butler,GA,Taylor
13408,byromville,GA,Dooly
13409,byron,GA,Peach
13410,cadwell,GA,Laurens
13411,cordele,GA,Crisp
13412,chauncey,GA,Dodge
13413,chester,GA,Dodge
13414,clinchfield,GA,Houston
13415,cochran,GA,Bleckley
13417,culloden,GA,Monroe
13418,danville,GA,Twiggs
13419,davisboro,GA,Washington
13420,dexter,GA,Laurens
13421,dry branch,GA,Twiggs
13422,dublin,GA,Laurens
13423,dudley,GA,Laurens
13424,eastman,GA,Dodge
13425,eatonton,GA,Putnam
13426,elko,GA,Houston
13428,east dublin,GA,Laurens
13429,centerville,GA,Houston
13430,forsyth,GA,Monroe
13431,fort valley,GA,Peach
13432,gordon,GA,Wilkinson
13433,gray,GA,Jones
13434,haddock,GA,Jones
13435,hardwick,GA,Baldwin
13436,harrison,GA,Washington
13437,hawkinsville,GA,Pulaski
13438,helena,GA,Telfair
13439,hillsboro,GA,Jasper
13440,howard,GA,Taylor
13442,ideal,GA,Macon
13443,irwinton,GA,Wilkinson
13444,jeffersonville,GA,Twiggs
13445,jewell,GA,Warren
13446,juliette,GA,Monroe
13447,kathleen,GA,Houston
13448,kite,GA,Johnson
13449,knoxville,GA,Crawford
13450,lilly,GA,Dooly
13451,lizella,GA,Bibb
13452,mc intyre,GA,Wilkinson
13453,mc rae,GA,Telfair
13454,marshallville,GA,Macon
13455,mauk,GA,Marion
13456,milledgeville,GA,Baldwin
13457,milan,GA,Telfair
13460,montezuma,GA,Macon
13461,monticello,GA,Jasper
13462,montrose,GA,Laurens
13463,musella,GA,Crawford
13464,oconee,GA,Washington
13465,oglethorpe,GA,Macon
13466,perry,GA,Houston
13467,pinehurst,GA,Dooly
13468,pineview,GA,Wilcox
13469,pitts,GA,Wilcox
13470,rentz,GA,Laurens
13471,reynolds,GA,Taylor
13472,rhine,GA,Dodge
13473,roberta,GA,Crawford
13474,rochelle,GA,Wilcox
13475,rupert,GA,Taylor
13476,sandersville,GA,Washington
13477,scotland,GA,Telfair
13478,seville,GA,Wilcox
13479,shady dale,GA,Jasper
13480,smarr,GA,Monroe
13481,sparta,GA,Hancock
13482,warner robins,GA,Houston
13483,tennille,GA,Washington
13484,toomsboro,GA,Wilkinson
13485,unadilla,GA,Dooly
13486,vienna,GA,Dooly
13488,warthen,GA,Washington
13490,wrightsville,GA,Johnson
13491,yatesville,GA,Upson
13517,macon,GA,Bibb
13527,macon,GA,Jones
13538,allenhurst,GA,Liberty
13539,bloomingdale,GA,Effingham
13540,clyo,GA,Effingham
13541,crescent,GA,McIntosh
13542,darien,GA,McIntosh
13543,eden,GA,Effingham
13544,ellabell,GA,Bryan
13545,fleming,GA,Liberty
13546,hinesville,GA,Liberty
13547,guyton,GA,Effingham
13549,fort stewart,GA,Liberty
13551,ludowici,GA,Long
13552,meldrim,GA,Effingham
13553,meridian,GA,McIntosh
13554,midway,GA,Liberty
13555,pembroke,GA,Bryan
13556,pooler,GA,Chatham
13557,riceboro,GA,Liberty
13558,richmond hill,GA,Bryan
13559,rincon,GA,Effingham
13560,sapelo island,GA,McIntosh
13561,tybee island,GA,Chatham
13562,springfield,GA,Effingham
13563,townsend,GA,McIntosh
13564,walthourville,GA,Liberty
13565,savannah,GA,Chatham
13584,waycross,GA,Ware
13587,alma,GA,Bacon
13588,ambrose,GA,Coffee
13589,baxley,GA,Appling
13591,blackshear,GA,Pierce
13592,bristol,GA,Pierce
13593,broxton,GA,Coffee
13594,brunswick,GA,Glynn
13596,saint simons island,GA,Glynn
13600,jekyll island,GA,Glynn
13601,denton,GA,Jeff
13602,douglas,GA,Coffee
13605,folkston,GA,Charlton
13606,hazlehurst,GA,Jeff
13607,hoboken,GA,Brantley
13608,hortense,GA,Wayne
13609,jacksonville,GA,Telfair
13610,jesup,GA,Wayne
13612,kings bay,GA,Camden
13613,kingsland,GA,Camden
13614,lumber city,GA,Telfair
13615,manor,GA,Ware
13616,mershon,GA,Pierce
13617,millwood,GA,Ware
13618,nahunta,GA,Brantley
13619,nicholls,GA,Coffee
13620,odum,GA,Wayne
13621,offerman,GA,Pierce
13622,patterson,GA,Pierce
13623,saint marys,GA,Camden
13624,screven,GA,Wayne
13625,sea island,GA,Glynn
13626,saint george,GA,Charlton
13627,surrency,GA,Appling
13628,waresboro,GA,Ware
13629,waverly,GA,Camden
13630,waynesville,GA,Brantley
13631,west green,GA,Coffee
13632,white oak,GA,Camden
13633,woodbine,GA,Camden
13636,valdosta,GA,Lowndes
13642,adel,GA,Cook
13643,alapaha,GA,Berrien
13644,argyle,GA,Clinch
13645,axson,GA,Atkinson
13646,barney,GA,Brooks
13647,boston,GA,Thomas
13648,cecil,GA,Cook
13649,dixie,GA,Brooks
13650,du pont,GA,Clinch
13651,fargo,GA,Clinch
13652,hahira,GA,Lowndes
13653,homerville,GA,Clinch
13654,lakeland,GA,Lanier
13655,lake park,GA,Lowndes
13656,lenox,GA,Cook
13657,morven,GA,Brooks
13658,nashville,GA,Berrien
13659,naylor,GA,Lowndes
13660,pearson,GA,Atkinson
13661,quitman,GA,Brooks
13662,ray city,GA,Berrien
13663,sparks,GA,Cook
13664,statenville,GA,Echols
13665,stockton,GA,Lanier
13666,willacoochee,GA,Atkinson
13668,moody a f b,GA,Lowndes
13669,albany,GA,Dougherty
13677,americus,GA,Sumter
13678,andersonville,GA,Sumter
13679,arabi,GA,Crisp
13680,ashburn,GA,Turner
13681,baconton,GA,Mitchell
13683,barwick,GA,Brooks
13685,berlin,GA,Colquitt
13686,brookfield,GA,Tift
13687,camilla,GA,Mitchell
13688,chula,GA,Tift
13689,cobb,GA,Sumter
13690,coolidge,GA,Thomas
13691,cotton,GA,Mitchell
13692,de soto,GA,Sumter
13693,doerun,GA,Colquitt
13694,ellenton,GA,Colquitt
13695,enigma,GA,Berrien
13696,fitzgerald,GA,Ben
13697,funston,GA,Colquitt
13698,hartsfield,GA,Colquitt
13699,thomasville,GA,Thomas
13701,irwinville,GA,Irwin
13702,leesburg,GA,Lee
13703,leslie,GA,Sumter
13704,meigs,GA,Mitchell
13705,moultrie,GA,Colquitt
13706,mystic,GA,Irwin
13707,norman park,GA,Colquitt
13708,oakfield,GA,Worth
13709,ochlocknee,GA,Thomas
13710,ocilla,GA,Irwin
13711,omega,GA,Tift
13713,pavo,GA,Brooks
13714,pelham,GA,Mitchell
13715,plains,GA,Sumter
13716,poulan,GA,Worth
13717,putney,GA,Dougherty
13718,rebecca,GA,Turner
13719,sale city,GA,Mitchell
13720,smithville,GA,Lee
13722,sumner,GA,Worth
13723,sycamore,GA,Turner
13724,sylvester,GA,Worth
13726,tifton,GA,Tift
13728,ty ty,GA,Tift
13729,warwick,GA,Worth
13730,wray,GA,Irwin
13732,box springs,GA,Talbot
13733,buena vista,GA,Marion
13734,cataula,GA,Harris
13735,cusseta,GA,Chattahoochee
13736,ellaville,GA,Schley
13737,ellerslie,GA,Harris
13738,fortson,GA,Harris
13739,geneva,GA,Talbot
13740,hamilton,GA,Harris
13741,junction city,GA,Talbot
13742,louvale,GA,Stewart
13743,lumpkin,GA,Stewart
13744,manchester,GA,Meriwether
13745,midland,GA,Muscogee
13746,omaha,GA,Stewart
13747,pine mountain,GA,Harris
13748,pine mountain valley,GA,Harris
13749,preston,GA,Webster
13750,richland,GA,Stewart
13751,shiloh,GA,Harris
13752,talbotton,GA,Talbot
13753,upatoi,GA,Muscogee
13754,warm springs,GA,Meriwether
13755,waverly hall,GA,Harris
13756,weston,GA,Webster
13757,west point,GA,Troup
13758,woodland,GA,Talbot
13759,columbus,GA,Muscogee
13763,fort benning,GA,Chattahoochee
13775,fleming island,FL,Clay
13776,ponte vedra beach,FL,St.
13778,bostwick,FL,Putnam
13779,branford,FL,Suwannee
13780,bryceville,FL,Nassau
13781,callahan,FL,Nassau
13782,day,FL,Lafayette
13783,lake city,FL,Columbia
13785,raiford,FL,Union
13786,doctors inlet,FL,Clay
13787,elkton,FL,St
13788,fernandina beach,FL,Nassau
13790,fort white,FL,Columbia
13791,glen saint mary,FL,Baker
13792,yulee,FL,Nassau
13793,graham,FL,Bradford
13794,green cove springs,FL,Clay
13795,hampton,FL,Bradford
13796,hilliard,FL,Nassau
13797,middleburg,FL,Clay
13798,jasper,FL,Hamilton
13799,jennings,FL,Hamilton
13800,lake butler,FL,Union
13803,lawtey,FL,Bradford
13804,lee,FL,Madison
13805,live oak,FL,Suwannee
13806,lulu,FL,Columbia
13807,mc alpin,FL,Suwannee
13808,macclenny,FL,Baker
13810,orange park,FL,Clay
13811,mayo,FL,Lafayette
13814,o brien,FL,Suwannee
13815,olustee,FL,Baker
13817,penney farms,FL,Clay
13818,saint augustine,FL,St
13819,ponte vedra,FL,St
13820,ponte vedra beach,FL,St
13823,saint augustine,FL,St.
13825,sanderson,FL,Baker
13826,starke,FL,Bradford
13828,wellborn,FL,Suwannee
13830,white springs,FL,Hamilton
13832,jacksonville,FL,Duval
13833,astor,FL,Lake
13834,barberville,FL,Volusia
13835,bunnell,FL,Flagler
13836,candler,FL,Marion
13837,crescent city,FL,Putnam
13838,citra,FL,Marion
13839,daytona beach,FL,Volusia
13848,port orange,FL,Volusia
13855,de leon springs,FL,Volusia
13856,east palatka,FL,Putnam
13857,edgewater,FL,Volusia
13858,eastlake weir,FL,Marion
13859,fort mc coy,FL,Marion
13860,palm coast,FL,Flagler
13861,flagler beach,FL,Flagler
13863,grandin,FL,Putnam
13864,georgetown,FL,Putnam
13865,florahome,FL,Putnam
13869,hastings,FL,St
13870,hollister,FL,Putnam
13871,interlachen,FL,Putnam
13872,edgar,FL,Putnam
13873,lake como,FL,Putnam
13874,lady lake,FL,Lake
13876,lake geneva,FL,Clay
13877,the villages,FL,Sumter
13880,new smyrna beach,FL,Volusia
13883,ormond beach,FL,Volusia
13887,palatka,FL,Putnam
13889,ocklawaha,FL,Marion
13890,pierson,FL,Volusia
13891,pomona park,FL,Putnam
13892,orange springs,FL,Marion
13894,putnam hall,FL,Putnam
13895,san mateo,FL,Putnam
13896,satsuma,FL,Putnam
13897,seville,FL,Volusia
13898,sparr,FL,Marion
13899,welaka,FL,Putnam
13900,weirsdale,FL,Marion
13933,atlantic beach,FL,Duval
13940,jacksonville beach,FL,Duval
13952,saint johns,FL,St
13954,neptune beach,FL,Duval
13958,tallahassee,FL,Leon
13976,apalachicola,FL,Franklin
13977,bristol,FL,Liberty
13978,carrabelle,FL,Franklin
13979,lanark village,FL,Franklin
13980,chattahoochee,FL,Gadsden
13981,crawfordville,FL,Wakulla
13983,eastpoint,FL,Franklin
13985,greensboro,FL,Gadsden
13986,greenville,FL,Madison
13987,gretna,FL,Gadsden
13988,havana,FL,Gadsden
13989,hosford,FL,Liberty
13990,sumatra,FL,Liberty
13991,lamont,FL,Jefferson
13992,lloyd,FL,Jefferson
13993,madison,FL,Madison
13995,midway,FL,Gadsden
13996,monticello,FL,Jefferson
13998,panacea,FL,Wakulla
13999,perry,FL,Taylor
14001,pinetta,FL,Madison
14002,quincy,FL,Gadsden
14005,saint marks,FL,Wakulla
14006,salem,FL,Taylor
14007,shady grove,FL,Taylor
14008,sopchoppy,FL,Wakulla
14009,steinhatchee,FL,Taylor
14010,telogia,FL,Liberty
14011,wacissa,FL,Jefferson
14012,woodville,FL,Leon
14015,panama city,FL,Bay
14021,panama city beach,FL,Bay
14024,mexico beach,FL,Bay
14029,alford,FL,Jackson
14030,altha,FL,Calhoun
14031,argyle,FL,Walton
14032,bascom,FL,Jackson
14033,blountstown,FL,Calhoun
14034,bonifay,FL,Holmes
14035,campbellton,FL,Jackson
14036,caryville,FL,Washington
14037,chipley,FL,Washington
14038,clarksville,FL,Calhoun
14039,cottondale,FL,Jackson
14040,cypress,FL,Jackson
14041,defuniak springs,FL,Walton
14042,mossy head,FL,Walton
14044,ebro,FL,Washington
14045,fountain,FL,Bay
14046,freeport,FL,Walton
14047,graceville,FL,Jackson
14048,grand ridge,FL,Jackson
14049,greenwood,FL,Jackson
14050,lynn haven,FL,Bay
14051,malone,FL,Jackson
14052,marianna,FL,Jackson
14055,wewahitchka,FL,Calhoun
14056,noma,FL,Holmes
14057,point washington,FL,Walton
14058,ponce de leon,FL,Walton
14059,port saint joe,FL,Gulf
14061,santa rosa beach,FL,Walton
14062,sneads,FL,Jackson
14063,rosemary beach,FL,Bay
14064,vernon,FL,Washington
14065,wausau,FL,Washington
14066,westville,FL,Holmes
14067,wewahitchka,FL,Gulf
14068,youngstown,FL,Bay
14069,pensacola,FL,Escambia
14089,bagdad,FL,Santa
14090,baker,FL,Okaloosa
14091,cantonment,FL,Escambia
14093,century,FL,Escambia
14094,crestview,FL,Okaloosa
14095,milligan,FL,Okaloosa
14096,paxton,FL,Walton
14098,destin,FL,Okaloosa
14100,eglin afb,FL,Okaloosa
14101,hurlburt field,FL,Okaloosa
14102,fort walton beach,FL,Okaloosa
14105,miramar beach,FL,Walton
14107,gonzalez,FL,Escambia
14108,gulf breeze,FL,Santa
14111,holt,FL,Okaloosa
14112,jay,FL,Santa
14113,navarre,FL,Santa
14114,laurel hill,FL,Okaloosa
14115,mc david,FL,Escambia
14116,mary esther,FL,Okaloosa
14117,milton,FL,Santa
14120,molino,FL,Escambia
14121,niceville,FL,Okaloosa
14122,shalimar,FL,Okaloosa
14123,valparaiso,FL,Okaloosa
14129,gainesville,FL,Alachua
14143,alachua,FL,Alachua
14145,anthony,FL,Marion
14146,archer,FL,Alachua
14147,bell,FL,Gilchrist
14148,bronson,FL,Levy
14149,brooker,FL,Bradford
14150,cedar key,FL,Levy
14151,chiefland,FL,Levy
14153,cross city,FL,Dixie
14154,earleton,FL,Alachua
14155,evinston,FL,Marion
14156,fairfield,FL,Marion
14158,gulf hammock,FL,Levy
14159,hawthorne,FL,Putnam
14161,high springs,FL,Alachua
14163,horseshoe beach,FL,Dixie
14165,island grove,FL,Alachua
14167,keystone heights,FL,Clay
14168,la crosse,FL,Alachua
14169,lochloosa,FL,Alachua
14170,lowell,FL,Marion
14171,mc intosh,FL,Marion
14172,melrose,FL,Putnam
14173,micanopy,FL,Alachua
14174,morriston,FL,Levy
14175,newberry,FL,Alachua
14176,old town,FL,Dixie
14177,orange lake,FL,Marion
14178,otter creek,FL,Levy
14179,reddick,FL,Marion
14180,suwannee,FL,Dixie
14181,trenton,FL,Gilchrist
14182,waldo,FL,Alachua
14183,williston,FL,Levy
14184,worthington springs,FL,Union
14185,altamonte springs,FL,Seminole
14186,altoona,FL,Marion
14187,apopka,FL,Orange
14189,cassadaga,FL,Volusia
14190,casselberry,FL,Seminole
14191,winter springs,FL,Seminole
14192,christmas,FL,Orange
14193,clarcona,FL,Orange
14195,debary,FL,Volusia
14201,deland,FL,Volusia
14203,glenwood,FL,Volusia
14206,deltona,FL,Volusia
14207,eustis,FL,Lake
14211,geneva,FL,Seminole
14212,goldenrod,FL,Orange
14213,grand island,FL,Lake
14217,lake helen,FL,Volusia
14218,mid florida,FL,Seminole
14219,lake mary,FL,Seminole
14220,lake monroe,FL,Seminole
14221,longwood,FL,Seminole
14222,maitland,FL,Orange
14225,mims,FL,Brevard
14226,mount dora,FL,Lake
14228,oak hill,FL,Volusia
14229,oviedo,FL,Seminole
14230,orange city,FL,Volusia
14231,osteen,FL,Volusia
14234,paisley,FL,Lake
14235,plymouth,FL,Orange
14236,sanford,FL,Seminole
14240,scottsmoor,FL,Brevard
14241,sorrento,FL,Lake
14242,tangerine,FL,Orange
14243,tavares,FL,Lake
14245,titusville,FL,Brevard
14249,umatilla,FL,Lake
14250,winter park,FL,Orange
14258,zellwood,FL,Orange
14260,orlando,FL,Orange
14273,orlando,FL,Brevard
14322,melbourne,FL,Brevard
14324,indialantic,FL,Brevard
14326,palm bay,FL,Brevard
14335,cape canaveral,FL,Brevard
14336,cocoa,FL,Brevard
14339,patrick afb,FL,Brevard
14342,cocoa beach,FL,Brevard
14347,satellite beach,FL,Brevard
14350,fellsmere,FL,Indian
14351,grant,FL,Brevard
14352,malabar,FL,Brevard
14353,melbourne beach,FL,Brevard
14354,merritt island,FL,Brevard
14357,rockledge,FL,Brevard
14359,roseland,FL,Indian
14360,sebastian,FL,Indian
14361,sharpes,FL,Brevard
14362,vero beach,FL,Indian
14372,wabasso,FL,Indian
14373,winter beach,FL,Indian
14374,sebastian,FL,Brevard
14376,long key,FL,Monroe
14377,hialeah,FL,Miami-Dade
14378,dania,FL,Broward
14379,hallandale,FL,Broward
14390,hollywood,FL,Broward
14399,pembroke pines,FL,Broward
14401,homestead,FL,Miami-Dade
14407,islamorada,FL,Monroe
14408,key largo,FL,Monroe
14410,key west,FL,Monroe
14412,summerland key,FL,Monroe
14413,big pine key,FL,Monroe
14415,marathon,FL,Monroe
14416,key colony beach,FL,Monroe
14417,marathon shores,FL,Monroe
14418,opa locka,FL,Miami-Dade
14420,miami gardens,FL,Miami-Dade
14421,pompano beach,FL,Broward
14431,tavernier,FL,Monroe
14436,coral springs,FL,Broward
14445,margate,FL,Broward
14446,coconut creek,FL,Broward
14447,miami,FL,Miami-Dade
14451,miami beach,FL,Miami-Dade
14455,coral gables,FL,Miami-Dade
14485,key biscayne,FL,Miami-Dade
14496,north miami beach,FL,Miami-Dade
14557,fort lauderdale,FL,Broward
14603,plantation,FL,Broward
14605,west palm beach,FL,Palm
14612,north palm beach,FL,Palm
14614,palm beach gardens,FL,Palm
14618,wellington,FL,Palm
14625,royal palm beach,FL,Palm
14627,boynton beach,FL,Palm
14630,boca raton,FL,Palm
14633,belle glade,FL,Palm
14641,canal point,FL,Palm
14643,clewiston,FL,Hendry
14644,deerfield beach,FL,Broward
14647,delray beach,FL,Palm
14652,lake worth,FL,Palm
14653,greenacres,FL,Palm
14654,hobe sound,FL,Martin
14655,jupiter,FL,Palm
14656,lake harbor,FL,Palm
14667,loxahatchee,FL,Palm
14668,moore haven,FL,Glades
14673,pahokee,FL,Palm
14676,palm beach,FL,Palm
14684,south bay,FL,Palm
14689,balm,FL,Hillsborough
14690,brandon,FL,Hillsborough
14694,bushnell,FL,Sumter
14695,center hill,FL,Sumter
14696,coleman,FL,Sumter
14697,dade city,FL,Pasco
14698,crystal springs,FL,Pasco
14701,dover,FL,Hillsborough
14702,durant,FL,Hillsborough
14703,gibsonton,FL,Hillsborough
14704,lacoochee,FL,Pasco
14705,lake panasoffkee,FL,Sumter
14706,zephyrhills,FL,Pasco
14710,wesley chapel,FL,Pasco
14713,lithia,FL,Hillsborough
14714,lutz,FL,Hillsborough
14716,mango,FL,Hillsborough
14717,odessa,FL,Hillsborough
14720,plant city,FL,Hillsborough
14725,riverview,FL,Hillsborough
14727,ruskin,FL,Hillsborough
14728,sun city center,FL,Hillsborough
14729,apollo beach,FL,Hillsborough
14731,saint leo,FL,Pasco
14733,san antonio,FL,Pasco
14736,seffner,FL,Hillsborough
14738,sumterville,FL,Sumter
14739,sun city,FL,Hillsborough
14740,sydney,FL,Hillsborough
14741,thonotosassa,FL,Hillsborough
14742,trilby,FL,Pasco
14743,valrico,FL,Hillsborough
14746,webster,FL,Sumter
14747,wimauma,FL,Hillsborough
14748,tampa,FL,Hillsborough
14808,saint petersburg,FL,Pinellas
14837,bay pines,FL,Pinellas
14839,clearwater,FL,Pinellas
14851,clearwater beach,FL,Pinellas
14853,largo,FL,Pinellas
14855,seminole,FL,Pinellas
14863,pinellas park,FL,Pinellas
14867,indian rocks beach,FL,Pinellas
14868,belleair beach,FL,Pinellas
14869,lakeland,FL,Polk
14882,alturas,FL,Polk
14883,auburndale,FL,Polk
14884,avon park,FL,Highlands
14886,babson park,FL,Polk
14887,bartow,FL,Polk
14889,bowling green,FL,Hardee
14890,bradley,FL,Polk
14891,davenport,FL,Polk
14893,dundee,FL,Polk
14894,eagle lake,FL,Polk
14895,eaton park,FL,Polk
14896,fort meade,FL,Polk
14897,frostproof,FL,Polk
14898,haines city,FL,Polk
14900,highland city,FL,Polk
14901,homeland,FL,Polk
14902,intercession city,FL,Osceola
14903,kathleen,FL,Polk
14904,lake alfred,FL,Polk
14905,lake hamilton,FL,Polk
14906,lake placid,FL,Highlands
14907,lake wales,FL,Polk
14908,lakeshore,FL,Polk
14909,indian lake estates,FL,Polk
14910,nalcrest,FL,Polk
14911,lorida,FL,Highlands
14912,loughman,FL,Polk
14914,mulberry,FL,Polk
14916,nichols,FL,Polk
14917,ona,FL,Hardee
14918,river ranch,FL,Polk
14919,polk city,FL,Polk
14920,sebring,FL,Highlands
14923,wauchula,FL,Hardee
14926,waverly,FL,Polk
14927,winter haven,FL,Polk
14934,zolfo springs,FL,Hardee
14938,fort myers,FL,Lee
14941,north fort myers,FL,Lee
14942,cape coral,FL,Lee
14958,alva,FL,Lee
14959,boca grande,FL,Lee
14960,bokeelia,FL,Lee
14961,captiva,FL,Lee
14962,el jobean,FL,Charlotte
14963,estero,FL,Lee
14965,felda,FL,Hendry
14966,fort myers beach,FL,Lee
14968,labelle,FL,Hendry
14969,lehigh acres,FL,Lee
14970,murdock,FL,Charlotte
14971,palmdale,FL,Glades
14972,pineland,FL,Lee
14973,placida,FL,Charlotte
14974,rotonda west,FL,Charlotte
14975,port charlotte,FL,Charlotte
14977,punta gorda,FL,Charlotte
14983,saint james city,FL,Lee
14984,sanibel,FL,Lee
14985,venus,FL,Highlands
15059,naples,FL,Collier
15076,bonita springs,FL,Lee
15080,copeland,FL,Collier
15081,chokoloskee,FL,Collier
15082,everglades city,FL,Collier
15083,goodland,FL,Collier
15084,ochopee,FL,Monroe
15085,immokalee,FL,Collier
15087,marco island,FL,Collier
15089,bradenton,FL,Manatee
15101,cortez,FL,Manatee
15102,anna maria,FL,Manatee
15103,bradenton beach,FL,Manatee
15104,holmes beach,FL,Manatee
15105,parrish,FL,Manatee
15106,palmetto,FL,Manatee
15108,ellenton,FL,Manatee
15109,englewood,FL,Sarasota
15110,englewood,FL,Charlotte
15111,longboat key,FL,Sarasota
15112,osprey,FL,Sarasota
15113,sarasota,FL,Sarasota
15126,sarasota,FL,Manatee
15128,terra ceia,FL,Manatee
15129,myakka city,FL,Manatee
15131,oneco,FL,Manatee
15132,arcadia,FL,Desoto
15134,fort ogden,FL,Desoto
15135,nocatee,FL,Desoto
15137,tallevast,FL,Manatee
15138,laurel,FL,Sarasota
15139,nokomis,FL,Sarasota
15147,venice,FL,Sarasota
15149,north port,FL,Sarasota
15158,belleview,FL,Marion
15160,crystal river,FL,Citrus
15163,dunnellon,FL,Marion
15166,dunnellon,FL,Citrus
15168,floral city,FL,Citrus
15170,hernando,FL,Citrus
15171,holder,FL,Citrus
15172,homosassa,FL,Citrus
15173,homosassa springs,FL,Citrus
15175,inglis,FL,Levy
15176,inverness,FL,Citrus
15180,lecanto,FL,Citrus
15182,beverly hills,FL,Citrus
15184,ocala,FL,Marion
15198,oxford,FL,Sumter
15200,silver springs,FL,Marion
15202,summerfield,FL,Marion
15204,yankeetown,FL,Levy
15205,brooksville,FL,Hernando
15210,spring hill,FL,Hernando
15214,spring hill,FL,Pasco
15218,istachatta,FL,Hernando
15219,land o lakes,FL,Pasco
15222,new port richey,FL,Pasco
15227,ozona,FL,Pinellas
15228,nobleton,FL,Hernando
15229,hudson,FL,Pasco
15230,port richey,FL,Pasco
15234,oldsmar,FL,Pinellas
15235,aripeka,FL,Pasco
15236,elfers,FL,Pasco
15237,crystal beach,FL,Pinellas
15238,palm harbor,FL,Pinellas
15242,tarpon springs,FL,Pinellas
15244,holiday,FL,Pasco
15247,safety harbor,FL,Pinellas
15248,dunedin,FL,Pinellas
15250,astatula,FL,Lake
15251,clermont,FL,Lake
15256,ferndale,FL,Lake
15257,fruitland park,FL,Lake
15258,gotha,FL,Orange
15259,groveland,FL,Lake
15260,howey in the hills,FL,Lake
15261,kenansville,FL,Osceola
15262,killarney,FL,Orange
15263,kissimmee,FL,Osceola
15270,leesburg,FL,Lake
15272,mascotte,FL,Lake
15273,minneola,FL,Lake
15274,montverde,FL,Lake
15276,kissimmee,FL,Polk
15277,oakland,FL,Orange
